         170055 function calls (163997 primitive calls) in 0.738 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 response.py:356(_init_decoder)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        2    0.000    0.000    0.000    0.000 timeout.py:228(read_timeout)
        1    0.000    0.000    0.000    0.000 retry.py:317(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:3(<module>)
        2    0.000    0.000    0.000    0.000 request.py:90(set_file_position)
        4    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        2    0.000    0.000    0.000    0.000 parse.py:325(geturl)
        2    0.000    0.000    0.000    0.000 client.py:408(_close_conn)
        2    0.000    0.000    0.000    0.000 client.py:1196(_encode_request)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 cal_service.py:30(iCloudCaldavRemote)
        1    0.000    0.000    0.349    0.349 cal_service.py:99(CalService)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:206(UTC)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 cal.py:513(Timezone)
        1    0.000    0.000    0.000    0.000 caselessdict.py:25(CaselessDict)
        1    0.000    0.000    0.000    0.000 prop.py:605(vFrequency)
        1    0.000    0.000    0.739    0.739 transport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f8f26e3c200}
        1    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f8f26843680}
        2    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'readinto' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 parser.py:104(Reader)
        1    0.000    0.000    0.000    0.000 pref_service.py:18(merge_json_files)
        1    0.000    0.000    0.000    0.000 pref_service.py:22(PrefService)
        1    0.000    0.000    0.000    0.000 singleton.py:1(Singleton)
        1    0.000    0.000    0.000    0.000 singleton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dav.py:9(Propfind)
        1    0.000    0.000    0.000    0.000 dav.py:13(PropertyUpdate)
        1    0.000    0.000    0.000    0.000 dav.py:27(Prop)
        1    0.000    0.000    0.000    0.000 dav.py:31(Collection)
        1    0.000    0.000    0.000    0.000 dav.py:44(DisplayName)
        1    0.000    0.000    0.000    0.000 dav.py:48(GetEtag)
        1    0.000    0.000    0.000    0.000 dav.py:56(Response)
        1    0.000    0.000    0.000    0.000 dav.py:60(Status)
        1    0.000    0.000    0.000    0.000 dav.py:64(CurrentUserPrincipal)
        1    0.000    0.000    0.000    0.000 namespace.py:9(<module>)
        1    0.000    0.000    0.000    0.000 base.py:10(BaseElement)
        1    0.000    0.000    0.000    0.000 cdav.py:33(CalendarQuery)
        1    0.000    0.000    0.000    0.000 cdav.py:41(Mkcalendar)
        1    0.000    0.000    0.000    0.000 cdav.py:50(CompFilter)
        1    0.000    0.000    0.000    0.000 cdav.py:54(PropFilter)
        1    0.000    0.000    0.000    0.000 cdav.py:58(ParamFilter)
        1    0.000    0.000    0.000    0.000 cdav.py:91(CalendarData)
        1    0.000    0.000    0.000    0.000 cdav.py:106(Comp)
        1    0.000    0.000    0.000    0.000 cdav.py:126(CalendarDescription)
        1    0.000    0.000    0.000    0.000 cdav.py:130(CalendarTimeZone)
        1    0.000    0.000    0.000    0.000 cdav.py:134(SupportedCalendarComponentSet)
        1    0.000    0.000    0.000    0.000 cdav.py:138(SupportedCalendarData)
        1    0.000    0.000    0.000    0.000 cdav.py:150(MaxDateTime)
        1    0.000    0.000    0.000    0.000 cdav.py:154(MaxInstances)
        1    0.000    0.000    0.000    0.000 cdav.py:158(MaxAttendeesPerInstance)
        1    0.000    0.000    0.000    0.000 vcard.py:170(VCard3_0)
        1    0.000    0.000    0.000    0.000 vcard.py:315(AddressBehavior)
        1    0.000    0.000    0.000    0.000 typing.py:633(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        2    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1163(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1310(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1319(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1328(SupportsRound)
        2    0.000    0.000    0.000    0.000 typing.py:1340(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:1040(Stack)
        1    0.000    0.000    0.000    0.000 icalendar.py:55(toUnicode)
        1    0.000    0.000    0.000    0.000 icalendar.py:64(registerTzid)
        1    0.000    0.000    0.000    0.000 icalendar.py:371(RecurringComponent)
        1    0.000    0.000    0.000    0.000 icalendar.py:690(RecurringBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:791(DateOrDateTimeBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:1048(VTimezone)
        1    0.000    0.000    0.000    0.000 icalendar.py:1116(VEvent)
        1    0.000    0.000    0.000    0.000 icalendar.py:1175(VTodo)
        1    0.000    0.000    0.000    0.000 icalendar.py:1233(VJournal)
        1    0.000    0.000    0.000    0.000 icalendar.py:1267(VFreeBusy)
        1    0.000    0.000    0.000    0.000 icalendar.py:1294(VAlarm)
        1    0.000    0.000    0.000    0.000 icalendar.py:1341(VAvailability)
        1    0.000    0.000    0.000    0.000 icalendar.py:1382(Available)
        1    0.000    0.000    0.000    0.000 icalendar.py:1429(Duration)
        1    0.000    0.000    0.000    0.000 icalendar.py:1527(PeriodBehavior)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        2    0.000    0.000    0.000    0.000 url.py:98(__str__)
        1    0.000    0.000    0.000    0.000 objects.py:288(CalendarSet)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:82(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        1    0.000    0.000    0.000    0.000 sessions.py:96(SessionRedirectMixin)
        2    0.000    0.000    0.000    0.000 sessions.py:417(__enter__)
        1    0.000    0.000    0.000    0.000 sessions.py:665(<listcomp>)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        2    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 cookiejar.py:735(Cookie)
        1    0.000    0.000    0.000    0.000 cookiejar.py:833(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1770(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1856(LWPCookieJar)
        2    0.000    0.000    0.000    0.000 cookies.py:81(get_new_headers)
        2    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1368(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 zipfile.py:1104(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 __version__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:480(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 tempfile.py:553(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        2    0.000    0.000    0.000    0.000 response.py:249(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:605(getheader)
        1    0.000    0.000    0.000    0.000 poolmanager.py:129(PoolManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:372(ProxyManager)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 retry.py:326(is_retry)
        1    0.000    0.000    0.000    0.000 _collections.py:30(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        2    0.000    0.000    0.000    0.000 connection.py:133(host)
        1    0.000    0.000    0.000    0.000 connection.py:223(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:255(VerifiedHTTPSConnection)
        2    0.000    0.000    0.000    0.000 connection.py:97(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 client.py:379(_check_close)
        3    0.000    0.000    0.000    0.000 client.py:436(isclosed)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:102(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        2    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(PoolError)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        2    0.000    0.000    0.000    0.000 __init__.py:2070(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        1    0.000    0.000    0.000    0.000 connectionpool.py:64(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:852(HTTPSConnectionPool)
        2    0.000    0.000    0.000    0.000 socket.py:438(type)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 cal_service.py:42(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1349(setLevel)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 cal.py:29(ComponentFactory)
        1    0.000    0.000    0.000    0.000 parser.py:288(Contentline)
        1    0.000    0.000    0.000    0.000 parser.py:185(Parameters)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 cal.py:661(TimezoneDaylight)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 prop.py:92(FixedOffset)
        1    0.000    0.000    0.000    0.000 prop.py:136(vBinary)
        1    0.000    0.000    0.000    0.000 prop.py:181(vCalAddress)
        1    0.000    0.000    0.000    0.000 prop.py:286(vDDDTypes)
        1    0.000    0.000    0.000    0.000 prop.py:352(vDate)
        1    0.000    0.000    0.000    0.000 prop.py:712(vText)
        1    0.000    0.000    0.000    0.000 prop.py:810(vUTCOffset)
        1    0.000    0.000    0.000    0.000 prop.py:866(vInline)
        1    0.000    0.000    0.000    0.000 zipfile.py:604(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:727(_SharedFile)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 parser.py:78(Position)
        1    0.000    0.000    0.000    0.000 parser.py:100(Error)
        1    0.000    0.000    0.000    0.000 pref_service.py:14(PrefJSONRemote)
        1    0.000    0.000    0.000    0.000 pref_service.py:25(__init__)
        1    0.000    0.000    0.000    0.000 singleton.py:17(__init__)
        1    0.000    0.000    0.000    0.000 dav.py:17(Mkcol)
        1    0.000    0.000    0.000    0.000 dav.py:35(Set)
        1    0.000    0.000    0.000    0.000 dav.py:40(ResourceType)
        1    0.000    0.000    0.000    0.000 dav.py:52(Href)
        1    0.000    0.000    0.000    0.000 base.py:59(NamedBaseElement)
        1    0.000    0.000    0.000    0.000 base.py:69(ValuedBaseElement)
        1    0.000    0.000    0.000    0.000 cdav.py:37(FreeBusyQuery)
        1    0.000    0.000    0.000    0.000 cdav.py:46(Filter)
        1    0.000    0.000    0.000    0.000 cdav.py:73(TimeRange)
        1    0.000    0.000    0.000    0.000 cdav.py:86(NotDefined)
        1    0.000    0.000    0.000    0.000 cdav.py:95(Expand)
        1    0.000    0.000    0.000    0.000 cdav.py:117(CalendarHomeSet)
        1    0.000    0.000    0.000    0.000 cdav.py:122(Calendar)
        1    0.000    0.000    0.000    0.000 cdav.py:142(MaxResourceSize)
        1    0.000    0.000    0.000    0.000 cdav.py:146(MinDateTime)
        1    0.000    0.000    0.000    0.000 vcard.py:60(Address)
        1    0.000    0.000    0.000    0.000 vcard.py:114(VCardTextBehavior)
        1    0.000    0.000    0.000    0.000 vcard.py:165(VCardBehavior)
        1    0.000    0.000    0.000    0.000 vcard.py:205(FN)
        1    0.000    0.000    0.000    0.000 vcard.py:211(Label)
        1    0.000    0.000    0.000    0.000 vcard.py:220(Photo)
        1    0.000    0.000    0.000    0.000 vcard.py:287(NameBehavior)
        1    0.000    0.000    0.000    0.000 vcard.py:343(OrgBehavior)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:889(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1095(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1359(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1390(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1625(io)
        1    0.000    0.000    0.000    0.000 typing.py:1640(re)
        1    0.000    0.000    0.000    0.000 icalendar.py:649(TextBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:685(VCalendarComponentBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:733(DateTimeBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:784(UTCDateTimeBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:830(MultiDateBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:887(MultiTextBehavior)
        1    0.000    0.000    0.000    0.000 icalendar.py:1107(DaylightOrStandard)
        1    0.000    0.000    0.000    0.000 icalendar.py:1577(RRule)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 error.py:7(AuthorizationError)
        1    0.000    0.000    0.000    0.000 error.py:25(PropsetError)
        1    0.000    0.000    0.000    0.000 error.py:28(ProppatchError)
        1    0.000    0.000    0.000    0.000 error.py:36(ReportError)
        1    0.000    0.000    0.000    0.000 error.py:44(MkcalendarError)
        1    0.000    0.000    0.000    0.000 error.py:48(PutError)
        1    0.000    0.000    0.000    0.000 error.py:52(DeleteError)
        1    0.000    0.000    0.000    0.000 url.py:58(__bool__)
        1    0.000    0.000    0.000    0.000 url.py:124(unauth)
        1    0.000    0.000    0.000    0.000 objects.py:1003(Event)
        1    0.000    0.000    0.000    0.000 objects.py:1010(Journal)
        1    0.000    0.000    0.000    0.000 objects.py:1017(FreeBusy)
        1    0.000    0.000    0.000    0.000 objects.py:1033(Todo)
        1    0.000    0.000    0.000    0.000 base.py:705(VObjectError)
        1    0.000    0.000    0.000    0.000 base.py:718(ParseError)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 auth.py:72(AuthBase)
        1    0.000    0.000    0.000    0.000 auth.py:79(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:100(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 adapters.py:55(BaseAdapter)
        2    0.000    0.000    0.000    0.000 adapters.py:358(add_headers)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:16(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:21(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1238(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1768(LoadError)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 cookies.py:144(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:597(SimpleCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:97(MockResponse)
        1    0.000    0.000    0.000    0.000 cookies.py:165(CookieConflictError)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1031(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1196(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1214(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1344(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1353(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1386(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1612(DataHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 core.py:8(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
